Country,Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Haiti,HTI,-0.854830509,-2.02138858,-0.625861056,1.783715538,-2.920993475,1.410885994,0.140685217,3.046369889,1.048612083,4.253333047,-7.086010316,3.526972193,-0.974112645,2.822704593,0.292192414,1.157363129,0.455879684,1.18118263,0.380728429,-2.90574712,-4.525491823
Hungary,HUN,4.750946897,4.313089819,5.039959215,4.383083423,5.233218291,4.502906115,4.109759625,0.432445389,1.183479368,-6.450670158,1.311838915,2.149195772,-0.746488356,2.08709319,4.504860615,3.95021691,2.493985116,4.546135601,5.493163302,4.601390464,-4.466672357
IBRD only,IBD,4.6621697,2.435804912,3.457106632,4.82539184,6.568091297,6.10628106,7.18959631,7.920273674,4.913214413,1.881354678,6.794233896,5.359692599,4.256919684,4.26968287,3.755277839,3.419836548,3.681276008,4.228378325,3.945585162,3.140958702,-2.23291018
IDA & IBRD total,IBT,4.213622427,2.215177894,3.228704457,4.441101555,6.180396224,5.706002349,6.692861911,7.362331809,4.521190606,1.73304487,6.338118739,4.866422992,3.804273249,3.968611669,3.50264636,3.01887462,3.23896958,3.805647789,3.555902541,2.762540646,-2.513367501
IDA total,IDA,1.259768979,1.878693914,2.881673918,2.407901294,4.188842062,3.595136787,3.548540444,3.546501158,2.591679843,2.673712008,3.799383319,1.741138213,0.948225483,3.003533219,3.23330523,1.035502673,0.857646065,1.760275839,2.142587224,1.671762008,-2.326585824
IDA blend,IDB,1.187144942,1.912188464,4.598165241,2.696417154,5.049364632,3.516316313,3.342261384,3.297609478,1.642144494,3.397674002,3.546509104,2.178451705,2.155517299,3.101859735,3.411756469,1.443170041,-0.623647228,0.540288377,1.324572217,0.070903115,-3.484090853
Indonesia,IDN,3.482210606,2.235179698,3.090635928,3.376532827,3.630908791,4.289591484,4.107514355,4.946468138,4.620033675,3.247328238,4.812273068,4.748318533,4.606485522,4.151428229,3.639072303,3.555062495,3.758837332,3.841197264,3.987824861,3.871444142,-3.10714219
IDA only,IDX,1.331300662,1.868902983,1.254182064,2.164916594,3.37244972,3.694212272,3.758404987,3.780894774,3.507937262,1.952576769,3.975955518,1.252741095,-0.272843281,2.85146715,3.005963299,0.588583901,2.321232252,2.939254238,2.919696053,3.181295595,-1.245263929
Isle of Man,IMN,4.005340593,4.362370513,5.37147603,5.247445112,4.357238821,4.873880004,6.388248424,6.035028016,3.507028468,1.054545831,2.818757271,1.960347602,7.754378754,4.822480633,5.781287488,-0.079411014,6.870135285,4.295649045,1.650502632,-0.356701749,
India,IND,2.021088595,3.027376664,2.064876099,6.0937051,6.193652699,6.231949735,6.403284237,6.04817415,1.587598304,6.351088271,7.04234767,3.893966041,4.165673052,5.135074506,6.186679513,6.796759064,7.082227583,5.665781149,5.433077451,2.992664406,-8.164893908
Not classified,INX,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,7.950754193,3.641153981,4.126674296,1.3452015,4.851231497,3.457447315,2.188033451,2.304713677,-6.414123608,-6.05945253,1.202141007,0.628754225,-0.474980681,0.73518837,7.921896745,23.9990932,0.896822101,7.760441977,7.687745795,3.491900991,4.587090685
"Iran, Islamic Rep.",IRN,4.482692788,-0.399535926,5.954625268,7.374448322,3.129949038,1.990106146,3.820526882,6.970579973,-0.839121843,-0.106537759,4.596441214,1.445848161,-8.553315151,-1.423453095,3.274967973,-2.611070513,11.86871536,2.327750916,-7.319910527,-8.036286274,2.06002955
Iraq,IRQ,13.46078754,-1.225551334,-10.86335891,-38.41822566,49.48028034,-0.625885621,3.622349736,0.195033168,6.418962303,1.283329328,3.652094696,4.104570252,9.77517248,3.515701426,-3.456831373,1.306943781,10.56009746,-4.282981763,0.281705315,3.595620067,-17.58660744
Iceland,ISL,3.557391044,2.64000021,-0.334077504,1.43779619,6.860105685,4.457828851,3.850348692,5.745281288,0.3264001,-7.978362405,-2.692847708,1.535147199,0.527304433,3.568175782,0.562209389,3.354145333,4.838299214,1.779410135,2.120301494,0.206935275,-7.999645528
Israel,ISR,6.052660395,-2.229670142,-2.185876541,-0.66052795,3.076807861,2.338688708,3.923320745,4.234026246,1.637059977,-1.245888897,3.771636092,3.609993707,0.942143218,2.840133902,2.145087737,0.273166454,2.434861136,2.372949592,1.999231494,1.811358909,-3.882774202
Italy,ITA,3.739946533,1.894123995,0.104759514,-0.305508789,0.769317663,0.323656244,1.48515736,0.975922133,-1.615940627,-5.711508383,1.400915343,0.53428744,-3.24206012,-2.9724038,-0.91781388,0.875477402,1.465690444,1.820333852,1.11781662,1.574737716,-8.670919099
Jamaica,JAM,0.041904059,0.586824056,1.310312585,3.031373172,0.74445447,0.342085609,2.360648565,0.925752257,-1.298074454,-4.823260758,-1.969941261,1.17354565,-1.179993906,-0.065368676,0.114534393,0.36689482,0.844390414,0.49207659,1.40370908,0.432912117,-10.39158965
Jordan,JOR,2.39908093,3.356513202,3.790760873,1.928129024,5.722701516,4.669068394,4.017388492,3.615117594,2.306415735,-0.107449997,-2.874259126,-2.643342214,-2.978341756,-2.557640892,-1.250620961,-1.349906171,-1.077221007,-0.328485921,0.098191703,0.579046463,-2.530193235
Japan,JPN,2.592891087,0.14451169,-0.190392014,1.318091962,2.151723329,1.794339801,1.308127183,1.367422326,-1.272109949,-5.68145234,4.079223048,0.209251803,1.536786659,2.152371066,0.429381123,1.668465117,0.870046945,1.842709058,0.76286091,0.4800882,-4.260289561
Kazakhstan,KAZ,10.13011649,13.69319315,9.795470244,8.932922844,8.841019375,8.72919995,9.53532792,7.661443135,1.383236316,-0.786442204,5.794225111,5.873507662,3.33405607,4.485117035,2.676720925,-0.268267118,-0.327514633,2.693432134,2.74053638,3.16101154,-3.751691999
Kenya,KEN,-2.125154281,0.987009104,-2.143715676,0.180879189,2.28319586,3.044994854,3.576193194,3.933089234,-2.503375539,0.503848174,5.156172559,2.327212115,1.820962224,1.115072234,2.36632834,2.384487265,1.720986009,1.397716647,3.221429193,2.622086845,-2.535856123
Kyrgyz Republic,KGZ,4.194824155,4.326996496,-0.930865788,5.914001602,5.739479902,-1.29507487,2.000426388,7.512743465,7.376440493,1.651651396,-1.651752874,4.674715629,-1.738142584,8.735789273,1.957996971,1.75886441,2.231805266,2.734091891,1.713209106,2.439335207,-10.49368541
Cambodia,KHM,7.561399459,5.967444109,4.619793214,6.662163866,8.564605694,11.48495835,9.091563978,8.583162419,5.124827928,-1.402999,4.344632712,5.381835402,5.577848685,5.599986878,5.40174788,5.264089339,5.272608976,5.372021624,5.879385839,5.516808289,-4.494042119
Kiribati,KIR,4.442346425,-3.122233354,2.047131384,0.247278155,-3.431593632,2.881451911,-2.19152749,-0.279920855,-4.301219944,-1.362500922,-2.850940507,-0.156551831,3.11476839,2.73885961,-2.05944794,8.872112577,3.640943958,-0.545552671,2.262879695,2.36588746,-3.456358874
St. Kitts and Nevis,KNA,8.892030685,4.028694428,0.097476702,-5.153414917,2.707701647,8.493841318,2.101575729,-0.317601932,5.220694245,-4.879099244,-1.444823709,0.940767821,-3.088498316,4.447700634,5.347046391,0.189191581,12.46141662,0.110808947,1.912681113,4.014505337,-14.97611328
"Korea, Rep.",KOR,8.15268966,4.051006403,7.10433311,2.614039827,4.781286153,4.087645147,4.712927655,5.266361146,2.23375226,0.27526898,6.274019889,2.891411994,1.865599496,2.696150961,2.556219509,2.268429401,2.539144729,2.870196962,2.419410192,2.041374651,-0.988901199
Kuwait,KWT,-0.090926975,-2.557304088,1.38889699,15.98891284,8.292893032,7.213201974,2.82833463,0.473425243,-3.384408998,-12.51211047,-7.945131651,3.532160996,0.869297947,-3.942897546,-3.979858899,-3.200578573,-0.228710262,-7.043499891,-0.741247103,-1.237854086,-10.0427425
Latin America & Caribbean (excluding high income),LAC,2.042410259,-1.199791295,-0.921852107,1.169282112,4.103762508,2.798621281,3.918014822,4.249162567,2.677875303,-3.17325793,5.53149802,3.388425773,1.339478069,1.808591235,0.309385029,-0.60767797,-1.319662717,0.936855812,0.560571386,-0.250912943,-7.683196279
Lao PDR,LAO,4.042749821,4.072494763,4.305584861,4.480877769,4.750571098,5.441348218,6.865327245,5.807303834,6.011721517,5.718576123,6.780744305,6.363904499,6.400760441,6.428109957,6.016186373,5.656565664,5.386222839,5.244751345,4.615955371,3.869747641,-0.962611714
Lebanon,LBN,-1.163790672,-0.016917751,-1.305247462,-1.622675505,2.453732272,-0.141752644,0.248100883,9.136660005,9.128690297,9.126381641,4.922354082,-3.959962122,-3.673752573,-2.779563941,-3.241386773,-3.600572025,-1.165417756,-0.771117558,-2.275890999,-7.107153733,-21.11600443
Liberia,LBR,,-0.754878664,1.334264238,-31.33307544,0.702091309,2.583517475,4.438441213,5.33663593,2.811231841,1.197886354,2.358236393,4.804845556,4.906862041,5.804668063,-1.866574334,-2.538562791,-4.013708727,-0.060039736,-1.293225465,-4.806127324,-5.290585636
Libya,LBY,2.092994144,-3.303341919,-2.531876757,11.21741121,2.822159733,10.16425424,4.903837021,4.787466824,1.244727456,-2.007171505,3.942213414,-62.37804654,121.7794718,-14.07297277,-24.49801081,-9.661140041,-3.901120722,24.97603817,13.44608674,1.039878866,-32.2381643
St. Lucia,LCA,-1.067677442,-4.291645939,-0.344585646,3.525477818,6.411634744,-1.377508574,4.930248301,0.317079625,3.488151516,-4.076946988,0.513073499,4.614488292,-0.830332598,-3.638582019,1.300969624,-1.814225001,3.129891366,2.971531737,2.397330756,-0.558717237,-20.7352861
Latin America & Caribbean,LCN,2.077062941,-0.913998597,-0.833783034,1.181733658,4.266869738,2.71630575,3.797248476,4.02767921,2.514358529,-3.12670729,5.253855107,3.288664846,1.39174353,1.778668543,0.311793396,-0.473668861,-1.136495621,0.900998158,0.686442099,-0.129842237,-7.558357809
Least developed countries: UN classification,LDC,1.575139383,2.551642947,2.532690386,2.318634821,3.917385399,5.078784318,4.51480249,5.023636457,4.18480145,1.771375488,3.772946685,0.927871192,0.822153456,3.252434636,3.121389785,0.051084257,1.417483507,2.05242977,2.103128299,2.614307207,-1.604210427
Low income,LIC,0.146628095,1.829092369,1.241117324,1.747314932,3.056600761,3.549104599,2.83518992,3.154446985,2.565958391,1.162526803,4.08754304,-1.85358909,-5.712400194,0.814301481,1.737507132,-3.001221184,-0.374303255,0.504036111,0.888782719,1.721045038,-1.992373231
Liechtenstein,LIE,1.916876397,-1.795514415,-1.9931845,-2.761161231,2.225484529,4.000756856,7.84663385,2.615940419,1.074833853,-1.860279419,,,,,,,,,,,
Sri Lanka,LKA,5.354733552,-2.243643061,3.142506997,5.049940435,4.557881914,5.383795801,6.842908741,6.010642397,5.197557743,2.82103706,7.27905886,7.677953239,9.002943471,2.59207381,3.985755206,4.046239566,3.338429756,2.414098662,2.194959772,1.631411979,-4.079409052
Lower middle income,LMC,2.596109164,2.181762939,3.018735482,4.405781204,4.828095416,4.425450726,4.793590828,5.184976418,2.599833559,2.974000836,4.938561808,3.193689355,2.675726621,3.530668818,3.975073659,3.50166011,4.407696458,3.681538878,3.14137287,2.133645513,-4.727602259
Low & middle income,LMY,4.253791595,2.282587939,3.307454145,4.509502218,6.256476501,5.823037637,6.771157328,7.44866774,4.583228211,1.815887721,6.4389378,4.906596037,3.89039972,4.060819641,3.55320489,3.041620036,3.27951523,3.831242722,3.542819674,2.756026075,-2.475009279
Lesotho,LSO,3.207521586,3.412375308,1.016902075,5.154336519,2.321097225,3.976062897,4.55389995,4.345591684,5.511195244,-1.404613646,4.979321472,4.185205961,5.744039856,1.113087594,0.967916193,2.348069814,2.788129091,-3.905641873,-2.009996944,-1.175467998,-10.33066867
Late-demographic dividend,LTE,6.172349439,4.438434792,5.281395682,6.11786805,7.504956729,7.061496076,8.609222724,9.555648208,6.26398992,3.058475647,7.416538997,6.482490357,5.099100398,4.917827742,4.475021832,3.995126103,3.77762601,4.612797238,4.819576292,4.226247422,-0.210640343
Lithuania,LTU,4.427475848,7.407519796,7.611827256,11.46771748,7.773001207,9.501044182,9.142617037,12.43525018,3.675240926,-13.88775336,3.80531559,8.461109064,5.246002459,4.603327729,4.431087654,2.988912971,3.829841264,5.751046557,4.990353856,4.850949754,-0.152550057
Luxembourg,LUX,5.510409395,1.854574681,2.149609899,1.379893359,2.760888181,0.926765761,4.339108315,6.442031366,-2.066473902,-5.014263013,1.88354731,-1.176797867,-0.76218341,0.814652309,0.232564441,-0.115476306,2.739791802,-1.116112962,0.055731942,1.276272647,-3.683002994
Latvia,LVA,6.699306357,7.710391423,8.338520121,9.475369413,9.470138793,11.91807254,12.99695525,10.84400184,-2.220578207,-12.82074909,-2.461855654,4.448986832,8.373232292,3.109187245,2.864266506,4.738947916,3.307419965,4.232734576,4.802866946,3.199320082,-2.99644879
"Macao SAR, China",MAC,3.427141009,0.502189515,6.268970799,8.88854282,23.55798627,5.554538563,10.87791363,12.04879793,1.238494277,-0.874648487,22.37633471,18.83070159,6.685009956,8.195606611,-4.179578239,-23.06341496,-2.418127533,8.260073121,4.938352107,-3.853485682,-54.64144697
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,0.667221669,6.026203768,1.89366143,4.710760461,3.568440478,2.084364684,6.321998368,2.324166184,4.667118568,2.964337138,2.485683535,3.835245161,1.580555112,3.060307614,1.229529046,3.1031114,-0.28666032,2.90184502,1.844616997,1.340397041,-7.426651489
Monaco,MCO,2.901768621,1.161890299,0.010193915,0.05055366,1.384570779,0.862671134,4.730083367,13.31855025,-0.303447952,-12.21412207,0.993240373,5.764413602,-0.190209494,8.26827127,5.980005668,3.743202297,2.508612035,-4.310314684,5.161913395,6.123770179,-12.37565794
Moldova,MDA,2.315578644,6.337531865,8.04993381,6.900592116,7.666093328,7.761891043,5.091683561,3.238947505,8.005416601,-5.881267427,7.207007,5.879366918,-0.576697092,9.0730843,5.063648262,0.450049423,5.614620699,6.47716048,6.109432568,5.365698497,-5.389985281
Madagascar,MDG,1.248436347,2.759775047,-15.0421862,6.519029112,2.159816524,1.706699388,2.364196089,2.701078618,3.708377354,-6.65191727,-2.151856142,-1.188682621,0.23302,-0.437960225,0.585356838,0.390866454,1.234866404,1.185080524,0.476010182,1.674120161,-9.560812443
Maldives,MDV,1.662564067,-6.262938517,4.396568204,10.557182,3.109577721,-15.39566093,23.07508884,5.244789776,6.847085784,-9.839048373,3.646217774,4.354380906,-1.802359412,2.541358587,2.536754831,-1.615183238,1.733486915,2.69752963,4.075409428,3.813201205,-34.67909528
Middle East & North Africa,MEA,4.794535164,-0.589292684,-0.506829246,2.96063991,5.875863068,2.857555552,3.660696227,2.983105886,2.526128392,-1.333605069,2.85188453,1.82448902,1.396496052,0.739332223,0.979532616,0.493519689,2.704109328,-0.110669726,-0.259058785,-0.552339317,-5.609039829
Mexico,MEX,3.440976329,-1.792902633,-1.402939066,0.07226822,2.494831023,0.869521533,2.984432541,0.782569044,-0.357632975,-6.674165378,3.617190331,2.227163478,2.24713983,0.029452795,1.544035107,2.019036884,1.403020673,0.931456542,1.050314217,-1.260115672,-9.274229118
Marshall Islands,MHL,0.683098091,5.460915501,1.845627016,-3.634530807,-0.924187019,0.906783716,-1.258629119,2.712836761,-6.380040332,3.021279373,6.46802581,-0.898916356,-2.619101309,3.614207308,-1.383372742,1.152232974,0.823567722,2.663631082,2.938180832,5.957171986,-2.873387999
Middle income,MIC,4.420223493,2.385596754,3.447939791,4.669593953,6.430116717,5.980645045,6.963899548,7.650744025,4.740245339,1.942813584,6.600653761,5.144946741,4.168256689,4.221546856,3.69276499,3.254053633,3.456413191,4.006685435,3.715536071,2.912124077,-2.338637299
North Macedonia,MKD,4.074050806,-3.473683221,2.233456599,1.888916172,4.376888549,4.502440294,4.963207732,6.299935135,5.29995031,-0.541943605,3.140817721,2.164144173,-0.577169123,2.776257712,3.456748396,3.717656603,2.735853223,0.983736425,2.795615119,3.886552146,-5.018040513
Mali,MLI,-2.831837576,12.04794967,0.041695618,5.787907072,-1.612538665,3.145556735,1.270501414,0.096681516,1.342542287,1.443583279,2.039440592,0.118048942,-3.721738917,-0.629925021,4.021805765,3.09991301,2.749127738,2.194028423,1.642559835,1.663955253,-4.126625763
Malta,MLT,18.91149231,-1.914199916,1.803475236,3.391786304,-0.530048869,2.726684298,2.137339563,4.409934937,3.153000537,-1.876429441,5.026498265,0.042271605,3.185668056,4.002804551,5.505675489,7.023412892,1.73573001,5.198577394,1.569799693,1.47093023,-10.75854707
Myanmar,MMR,11.12214252,11.26405805,10.58596278,11.9379945,12.72236009,12.67269214,12.49990714,11.77401599,10.38872339,9.705151288,9.306946932,6.698147,5.609466915,6.985661215,7.313152293,2.493284682,9.748478824,5.081834102,5.759520091,6.084612683,2.482839336
Middle East & North Africa (excluding high income),MNA,4.225214397,0.591452778,1.13948279,0.20290969,6.069259104,2.554838058,3.293823863,4.261630227,2.1807274,1.183133707,3.429340483,-2.264987037,0.03334663,-0.368755558,0.179449648,-1.09511107,4.893317132,1.098203563,-1.073343029,-1.121983112,-5.117962696
Montenegro,MNE,3.279119285,0.693871395,1.496370321,2.074413928,4.241156669,4.026601866,8.431555487,6.662736076,7.032626846,-5.996977486,2.54625316,3.120074956,-2.80561175,3.447965787,1.68499388,3.332384578,2.925458009,4.704687527,5.102544398,4.096236943,-15.20847458
Mongolia,MNG,0.252106721,2.009088489,3.718467367,5.899204856,9.401052216,5.978599392,7.180644051,8.761859502,7.324727691,-2.815596221,4.56205081,15.15462467,10.15903263,9.437272086,5.744922128,0.388463385,-0.433679902,3.688533789,5.827151207,3.802940082,-6.104430814
Northern Mariana Islands,MNP,,,,1.136164865,-1.868989954,-11.6330419,-5.769971559,-5.550005911,-10.10265666,-16.92377285,1.814891754,-7.456247438,0.266900975,1.781340001,3.207374519,2.497510651,28.27385176,22.37359472,-19.82137902,-11.64579119,
Mozambique,MOZ,-1.491739913,8.950002804,6.132661916,3.743957312,4.775742134,3.610136919,6.644069136,4.781122153,4.411461495,3.447770232,3.620015654,4.504366966,4.345719361,4.042368828,4.434554491,3.740422053,0.884713237,0.77534648,0.4733402,-0.616865368,-4.04435369
Mauritania,MRT,-6.425193208,-3.449387574,-1.380754824,3.969726775,1.807470114,5.516578455,14.99794436,-4.742858861,-3.165059156,-2.768449279,-0.339903893,1.149304307,1.428575877,1.124039487,1.266741106,2.370760983,-1.590183037,3.316367942,1.660832097,2.899922064,-4.382355251
Mauritius,MUS,7.144715981,2.534262837,0.911910203,5.161670447,3.677809319,1.176699104,4.37758681,5.246496953,5.006539071,3.041100455,4.129198852,3.911001251,3.209499474,3.132851971,3.556904276,3.416023947,3.766596483,3.720567642,3.703094593,2.979170021,-14.89663746
Malawi,MWI,-1.106432365,-7.329393443,-0.745437028,3.181779609,2.835476057,0.617777856,1.893652401,6.576016748,4.612417473,5.259089045,3.849698158,1.89312525,-0.985556989,2.255881338,2.778323279,0.002104471,-0.255665063,1.263570639,1.670033662,2.699812282,-1.840967838
Malaysia,MYS,6.357502162,-1.66514896,3.21739523,3.687919112,4.698581744,3.282258341,3.524327073,4.236438786,2.847079459,-3.28559033,5.623555972,3.666105224,3.959552763,3.270041918,4.595209998,3.687721643,3.041601285,4.383943957,3.435158958,3.06080886,-6.860273427
North America,NAC,3.050771077,0.025496934,0.903082252,2.044954916,2.849585164,2.667407362,1.960429964,1.279858922,-1.002347276,-3.444665249,1.727030487,0.913402258,1.424974399,1.140055273,1.774344595,2.125026732,0.879867725,1.684809322,2.34544204,1.574818964,-3.959531844
Namibia,NAM,1.720469903,-0.435646035,3.212348044,2.709075875,10.58503732,0.911754304,5.280654309,3.525588617,0.797839195,-1.518913563,4.145645876,3.248400695,3.238880121,3.783360102,4.229598016,2.396122021,-1.796433482,-2.863621404,-0.825493378,-2.724661367,-10.17075172
New Caledonia,NCL,0.177142842,,,,,,,,,,,,,,,,,,,,
Niger,NER,-4.710071937,3.43611295,1.143261017,-1.529080605,-3.290570378,3.404276735,2.040299732,-0.660036863,3.736697039,-1.848772464,4.483449184,-1.534132849,6.321862258,1.279490559,2.563307506,0.418328366,1.737225296,1.046750786,3.195954395,1.997062626,-0.253615444
Nigeria,NGA,2.419132598,3.29057075,12.45746816,4.657786291,6.489603677,3.721623939,3.326217878,3.822072301,3.972510493,5.197954409,5.15854535,2.525322229,1.472851229,3.853722679,3.51397656,-0.029282305,-4.168388406,-1.788817621,-0.679724708,-0.379752402,-4.260113144
Nicaragua,NIC,2.494285239,1.438912621,-0.673728588,1.110599769,3.882831193,2.8680733,2.735244475,3.642276137,2.022687036,-4.607404722,3.002818391,4.89429304,5.08092217,3.543392464,3.416526898,3.436559084,3.223799153,3.307216049,-4.569253481,-4.852108646,-3.147036838
Netherlands,NLD,3.453538256,1.557458129,-0.42036774,-0.315789835,1.63118807,1.812699193,3.29494984,3.547359498,1.773356664,-4.161038495,0.824259853,1.078628274,-1.395919336,-0.424178694,1.059101254,1.508266184,1.649315547,2.304284733,1.764937264,1.289889121,-4.329611883
Norway,NOR,2.537301756,1.559548852,0.900636375,0.319967274,3.356838854,1.928840748,1.578419866,1.934064976,-0.76815344,-2.958585549,-0.54479433,-0.320026519,1.362984873,-0.180216051,0.826056236,0.957500763,0.18505968,1.500180926,0.453550486,0.067992626,-1.300000154
Nepal,NPL,4.287565074,3.052242503,-1.412545104,2.47272123,3.288760446,2.172198936,2.08701725,2.173334103,4.974641,3.689497145,4.313246945,3.314689744,4.639947272,3.803477456,6.054086832,3.556335384,-0.481931972,7.521029892,5.848710828,4.744512715,-3.8629877
Nauru,NRU,,,,,,-2.459197991,9.608731047,-23.00600679,21.80161943,8.377896613,10.40063942,9.344522793,10.6275113,29.69099866,25.56613859,2.8540011,2.58258545,-6.664971381,5.094015962,-0.798959495,0.495884603
New Zealand,NZL,2.302162859,2.856935696,2.87172757,2.5066779,2.493485782,2.161439938,1.634447486,2.071338764,-1.950728096,-1.128572694,0.405531884,1.480014901,1.68167001,1.909746478,2.103712777,1.617208938,1.426238362,1.471532859,1.373543647,0.027564149,-0.240800771
OECD members,OED,3.316023586,0.640200734,0.837459382,1.36580077,2.525487686,2.1425311,2.338079401,1.909128616,-0.486357864,-4.014597775,2.243762013,1.375473763,0.74376611,0.881965573,1.488190658,1.917589705,1.174976149,1.875177317,1.772124916,1.232812894,-4.888438711
Oman,OMN,5.936793378,3.254208286,-2.791015949,-4.761276802,-1.166451741,-0.192375635,2.53425168,1.449056144,4.510990414,1.492229981,-3.812397629,-3.741172267,1.17838135,-2.228728729,-5.308807637,-0.891334462,0.077516184,-3.709651671,-2.142979565,-4.021127167,-5.696061103
Other small states,OSS,,2.381613549,2.775888545,2.693110233,7.013258594,3.512925496,8.233889269,7.163307377,4.608360531,-0.727697627,6.004461729,5.120965869,1.36973766,1.597114959,1.704029246,1.006013309,0.914328292,-0.79721381,0.177206791,0.141020125,-6.831003841
Pakistan,PAK,1.53612336,0.975939704,0.060411007,3.328596582,5.095222794,4.100530677,3.498108506,2.467958138,-0.574300931,0.560537621,-0.601301452,0.554047984,1.329475813,2.223673383,2.50719159,2.566467104,3.347911652,3.383928004,3.681034462,-0.8808181,-2.875945615
Panama,PAN,0.710915778,-1.35632658,0.295907822,2.261670349,5.538942489,5.232159436,6.68387882,9.97372368,7.90195582,-0.539359768,3.983879066,9.397933867,7.910980198,5.096965309,3.292822882,3.942836588,3.170454687,3.799463619,1.945103244,1.292536373,-19.24427647
Peru,PER,1.213143617,-0.656177993,4.279670571,3.132769336,4.000695407,5.362369056,6.626200639,7.63365404,8.250604564,0.287054626,7.455366293,5.467420707,5.267507298,4.902582604,1.305657512,1.963344408,2.422904855,0.829126309,2.197948449,0.565474348,-12.39213069
Philippines,PHL,2.152993476,0.874874017,1.558965066,2.952691514,4.482676553,2.978370939,3.444174497,4.712140541,2.626703133,-0.211698992,5.561000791,2.115926829,5.09072707,4.959414744,4.611113795,4.681878505,5.546712385,5.396653106,4.86730873,4.680376447,-10.78151355
Palau,PLW,,4.870145205,2.250503992,-4.09343382,4.597313992,4.364484234,0.812205616,4.0765934,-3.510571142,-4.455679066,2.091565623,7.921954141,2.324091344,-3.211686908,6.161168532,7.295562136,-0.382245191,-3.777986627,-0.676091288,-2.386734826,-10.19142496
Papua New Guinea,PNG,-4.68626066,-2.244984672,-2.188817999,0.116068953,0.605580054,4.041770062,2.999621432,5.256002817,-2.69317596,4.280569316,7.631711064,-1.080229832,2.479125015,1.726888402,11.28132033,4.461465034,3.398162799,1.494455652,-2.229167923,2.459006934,-5.343363388
Poland,POL,5.658715506,1.286416295,2.083172944,3.568273703,5.044271891,3.552349904,6.1984153,7.119699041,4.185759413,2.762519239,4.037237195,4.701322903,1.325138549,1.18682134,3.455985648,4.305814237,3.186070914,4.817573853,5.353914202,4.770539442,-2.502977768
Pre-demographic dividend,PRE,2.589368936,1.579629457,2.797714646,-3.601407251,8.838007689,3.144378528,3.358272071,3.269935607,3.538538006,1.892919977,3.506254631,1.295287558,1.324348665,2.847187658,2.085088047,0.287522637,-0.54423646,-1.223327069,-0.252547956,0.51522141,-5.656420913
Puerto Rico,PRI,2.98675151,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.706704569,0.666133348,-0.509099449,-0.187370305,1.474010583,-3.913534538
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,3.089054048,1.227263423,0.220542488,-1.301742086,1.545620102,0.595038718,1.441936413,2.305552113,0.174700555,-3.214389967,1.690928415,-1.551468317,-3.667531416,-0.377398249,1.337119967,2.214482885,2.341823216,3.759094389,3.01412373,2.658392606,-8.613931968
Paraguay,PRY,-4.275050599,-2.756562884,-1.892240056,2.449800142,2.285654074,0.493156058,3.227587174,3.923927666,5.045134054,-1.598880817,9.600801772,2.871009586,-2.061451531,6.816576449,3.87716,1.58379371,2.896856615,3.448948247,1.883631824,-1.65407082,-1.790980228
West Bank and Gaza,PSE,-10.86318838,-11.59863817,-14.69701378,11.13938647,18.84918086,8.482908417,-3.49430235,1.169825962,4.513711439,5.734576813,3.065654256,6.867834875,3.510367464,2.214850479,-2.471026305,1.372585088,6.446661461,-0.577622802,-1.304814192,-1.151613665,-13.63195905
Pacific island small states,PSS,-2.678323748,-0.061337069,0.897292718,0.957468843,2.98656972,0.968635955,1.121240039,-0.322020151,0.332127859,-2.262018736,1.812275524,2.573398917,-0.427736395,2.089308468,2.386698182,2.343322431,2.330949483,2.880929713,1.426641657,-0.568482159,-11.21644155
Post-demographic dividend,PST,3.484863143,1.016908043,1.069150245,1.590558755,2.679134006,2.306227964,2.452299357,2.049494415,-0.349046846,-3.842942818,2.371519238,1.404975194,0.814871323,0.961002311,1.535403833,1.846692829,1.319638611,2.000992995,1.929685856,1.429770453,-4.884322973
French Polynesia,PYF,2.071073682,,,,,,,,,,,,,,,,1.75934561,3.713960377,2.685711095,2.375694101,-8.132426894
Qatar,QAT,,0.089342757,2.857382834,-2.504994409,7.897160227,-6.428473517,6.764999751,-0.968201851,-0.20944178,-2.809622152,6.61828346,3.377158104,-2.910620036,-0.791157233,0.082046039,0.40489304,-0.378724504,-4.040775634,-0.837914028,-1.103232409,-5.197492282
Romania,ROU,2.593975232,6.696673666,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726982601,-3.328750364,2.408543966,2.495940298,4.157004108,3.997544304,3.438749236,5.305363967,7.941558658,5.090111107,4.73858787,-3.504430231
Russian Federation,RUS,10.463718,5.546717048,5.182746813,7.787965202,7.632492501,6.806606168,8.554944957,8.685760611,5.246214033,-7.827749092,4.453094432,4.218725874,3.849155632,1.538963817,-1.045257463,-2.183888387,0.010248462,1.709389916,2.815525692,2.078811309,-2.771565332
